Ingredient,Preference,Type,Status,Confidence,Verify label,Notes
Poultry seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Poultry seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Poultry seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Pre-workout powder,Whole foods,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
Pre-workout powder,Vegan whole food,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
Pre-workout powder,Supplement free,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
Pre-workout powder,Pregnancy friendly,Diet,Verify against label,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
Pre-workout powder,Family friendly,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
Pumpkin pie spice,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Pumpkin pie spice,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Rajma masala,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic
Ranch seasoning,Milk allergy,Allergy/Intolerance,Excluded,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ranch seasoning,Egg allergy,Allergy/Intolerance,Verify against label,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ranch seasoning,Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ranch seasoning,Lactose intolerance,Allergy/Intolerance,Excluded,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ranch seasoning,Vegan,Diet,Excluded,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ranch seasoning,Paleo friendly,Diet,Excluded,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ranch seasoning,Whole foods,Diet,Verify against label,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ranch seasoning,Vegan whole food,Diet,Excluded,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ranch seasoning,Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,dairy; may contain egg; blends/sauces often contain mustard; lactose; blends/stocks usually contain onion/garlic; processed / branded
Ras el hanout,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Ras el hanout,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
"Raspberry leaves, dried",Pregnancy friendly,Diet,Verify against label,Low,Yes,herbal - check pregnancy safety
"Red chili pepper, raw, chopped",Histamine intolerance,Allergy/Intolerance,Verify against label,Low,Yes,moderate/variable histamine
"Red chili pepper, raw, sliced",Histamine intolerance,Allergy/Intolerance,Verify against label,Low,Yes,moderate/variable histamine
Red food coloring,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Red food coloring,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Red wine vinegar,Sulfite allergy,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Red wine vinegar,Histamine intolerance,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Red wine vinegar,Halal,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Red wine vinegar,Paleo friendly,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Red wine vinegar,Whole foods,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Red wine vinegar,Vegan whole food,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Red wine vinegar,Pregnancy friendly,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Rice vinegar,Sulfite allergy,Allergy/Intolerance,Verify against label,Medium,Yes,may contain added sulfites; fermented/aged/vinegar; grain/legume/refined
Rice vinegar,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,may contain added sulfites; fermented/aged/vinegar; grain/legume/refined
Rice vinegar,Paleo friendly,Diet,Excluded,Medium,Yes,may contain added sulfites; fermented/aged/vinegar; grain/legume/refined
"Roasted onion powder, More Nutrition",Whole foods,Diet,Excluded,High,No,garlic/onion family is high-FODMAP; processed / branded
"Roasted onion powder, More Nutrition",Vegan whole food,Diet,Excluded,High,No,garlic/onion family is high-FODMAP; processed / branded
"Roasted onion powder, More Nutrition",Low FODMAP / IBS,Diet,Excluded,High,No,garlic/onion family is high-FODMAP; processed / branded
Rum essence,Histamine intolerance,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol
Rum essence,Halal,Diet,Excluded,High,No,contains alcohol; alcohol
Rum essence,Paleo friendly,Diet,Excluded,High,No,contains alcohol; alcohol
Rum essence,Whole foods,Diet,Excluded,High,No,contains alcohol; alcohol
Rum essence,Vegan whole food,Diet,Excluded,High,No,contains alcohol; alcohol
Rum essence,Pregnancy friendly,Diet,Excluded,High,No,contains alcohol; alcohol
"Sage, dried",Pregnancy friendly,Diet,Verify against label,Low,Yes,herbal - check pregnancy safety
"Sage, fresh",Pregnancy friendly,Diet,Verify against label,Low,Yes,herbal - check pregnancy safety
Sambal oelek,Soy allergy,Allergy/Intolerance,Verify against label,Medium,Yes,often contains soy - verify; fermented/aged/vinegar
Sambal oelek,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,often contains soy - verify; fermented/aged/vinegar
"Sazón seasoning, Goya",Celery allergy,Allergy/Intolerance,Verify against label,Medium,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"Sazón seasoning, Goya",Whole foods,Diet,Excluded,Medium,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"Sazón seasoning, Goya",Vegan whole food,Diet,Excluded,Medium,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"Sazón seasoning, Goya",Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
Scotch bonnet chili pepper,Histamine intolerance,Allergy/Intolerance,Verify against label,Low,Yes,moderate/variable histamine
Seasoning salt,Celery allergy,Allergy/Intolerance,Verify against label,Low,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
Seasoning salt,Whole foods,Diet,Verify against label,Low,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
Seasoning salt,Vegan whole food,Diet,Verify against label,Low,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
Seasoning salt,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"Shallot, finely chopped",Low FODMAP / IBS,Diet,Excluded,High,No,garlic/onion family is high-FODMAP
Sherry,Sulfite allergy,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Sherry,Histamine intolerance,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Sherry,Halal,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Sherry,Paleo friendly,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Sherry,Whole foods,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Sherry,Vegan whole food,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Sherry,Pregnancy friendly,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Soda water/seltzer,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Soda water/seltzer,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
"Soft drink, sugar free",Paleo friendly,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Soft drink, sugar free",Whole foods,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Soft drink, sugar free",Vegan whole food,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Soft drink, sugar free",PCOS friendly,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sour cream seasoning, More Nutrition",Milk allergy,Allergy/Intolerance,Excluded,Medium,Yes,dairy; lactose; blends/stocks usually contain onion/garlic; processed / branded
"Sour cream seasoning, More Nutrition",Lactose intolerance,Allergy/Intolerance,Excluded,Medium,Yes,dairy; lactose; blends/stocks usually contain onion/garlic; processed / branded
"Sour cream seasoning, More Nutrition",Vegan,Diet,Excluded,Medium,Yes,dairy; lactose; blends/stocks usually contain onion/garlic; processed / branded
"Sour cream seasoning, More Nutrition",Paleo friendly,Diet,Excluded,Medium,Yes,dairy; lactose; blends/stocks usually contain onion/garlic; processed / branded
"Sour cream seasoning, More Nutrition",Whole foods,Diet,Excluded,Medium,Yes,dairy; lactose; blends/stocks usually contain onion/garlic; processed / branded
"Sour cream seasoning, More Nutrition",Vegan whole food,Diet,Excluded,Medium,Yes,dairy; lactose; blends/stocks usually contain onion/garlic; processed / branded
"Sour cream seasoning, More Nutrition",Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,dairy; lactose; blends/stocks usually contain onion/garlic; processed / branded
Soy sauce,Soy allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
Soy sauce,Wheat allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
Soy sauce,Gluten intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
Soy sauce,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
Soy sauce,Paleo friendly,Diet,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
Soy sauce,Whole foods,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
Soy sauce,Vegan whole food,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
Soy sauce,Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, dark",Soy allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, dark",Wheat allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, dark",Gluten intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, dark",Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, dark",Paleo friendly,Diet,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, dark",Whole foods,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, dark",Vegan whole food,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, dark",Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, gluten free",Soy allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; fermented/aged/vinegar; grain/legume/refined; processed / branded
"Soy sauce, gluten free",Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; fermented/aged/vinegar; grain/legume/refined; processed / branded
"Soy sauce, gluten free",Paleo friendly,Diet,Excluded,Medium,Yes,soy-based; fermented/aged/vinegar; grain/legume/refined; processed / branded
"Soy sauce, gluten free",Whole foods,Diet,Verify against label,Medium,Yes,soy-based; fermented/aged/vinegar; grain/legume/refined; processed / branded
"Soy sauce, gluten free",Vegan whole food,Diet,Verify against label,Medium,Yes,soy-based; fermented/aged/vinegar; grain/legume/refined; processed / branded
"Soy sauce, light",Soy allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, light",Wheat allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, light",Gluten intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, light",Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, light",Paleo friendly,Diet,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, light",Whole foods,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, light",Vegan whole food,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, light",Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, low sodium",Soy allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, low sodium",Wheat allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, low sodium",Gluten intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, low sodium",Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, low sodium",Paleo friendly,Diet,Excluded,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, low sodium",Whole foods,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, low sodium",Vegan whole food,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Soy sauce, low sodium",Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,soy-based; regular soy sauce contains wheat; fermented/aged/vinegar; grain/legume/refined; wheat; processed / branded
"Spanish paprika, smoked",Histamine intolerance,Allergy/Intolerance,Verify against label,Low,Yes,moderate/variable histamine
Spirulina powder,Whole foods,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
Spirulina powder,Vegan whole food,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
Spirulina powder,Supplement free,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
Spirulina powder,Pregnancy friendly,Diet,Verify against label,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
Spirulina powder,Family friendly,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
"Sprinkles, any type",Whole foods,Diet,Verify against label,Low,Yes,processed / branded
"Sprinkles, any type",Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Sriracha sauce,Soy allergy,Allergy/Intolerance,Verify against label,Medium,Yes,often contains soy - verify; fermented/aged/vinegar; processed / branded
Sriracha sauce,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,often contains soy - verify; fermented/aged/vinegar; processed / branded
Sriracha sauce,Whole foods,Diet,Verify against label,Medium,Yes,often contains soy - verify; fermented/aged/vinegar; processed / branded
Sriracha sauce,Vegan whole food,Diet,Verify against label,Medium,Yes,often contains soy - verify; fermented/aged/vinegar; processed / branded
Stevia,Paleo friendly,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo
Stollen spice,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Stollen spice,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Sugar,Fructose intolerance,Allergy/Intolerance,Excluded,Medium,Yes,contains sucrose/fructose; grain/legume/refined; added sugar / refined carb; added sugar; processed / branded
Sugar,Paleo friendly,Diet,Excluded,Medium,Yes,contains sucrose/fructose; grain/legume/refined; added sugar / refined carb; added sugar; processed / branded
Sugar,Whole foods,Diet,Verify against label,Medium,Yes,contains sucrose/fructose; grain/legume/refined; added sugar / refined carb; added sugar; processed / branded
Sugar,Vegan whole food,Diet,Verify against label,Medium,Yes,contains sucrose/fructose; grain/legume/refined; added sugar / refined carb; added sugar; processed / branded
Sugar,Diabetes friendly,Diet,Excluded,Medium,Yes,contains sucrose/fructose; grain/legume/refined; added sugar / refined carb; added sugar; processed / branded
Sugar,PCOS friendly,Diet,Excluded,Medium,Yes,contains sucrose/fructose; grain/legume/refined; added sugar / refined carb; added sugar; processed / branded
"Sugar Free Chai Latte Black Tea Concentrate, Oregon Chai",Paleo friendly,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sugar Free Chai Latte Black Tea Concentrate, Oregon Chai",Whole foods,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sugar Free Chai Latte Black Tea Concentrate, Oregon Chai",Vegan whole food,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sugar Free Chai Latte Black Tea Concentrate, Oregon Chai",PCOS friendly,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
Sugar-free maple syrup,Paleo friendly,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
Sugar-free maple syrup,Whole foods,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
Sugar-free maple syrup,Vegan whole food,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
Sugar-free maple syrup,PCOS friendly,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sugar-free syrup, flavored",Paleo friendly,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sugar-free syrup, flavored",Whole foods,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sugar-free syrup, flavored",Vegan whole food,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sugar-free syrup, flavored",PCOS friendly,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
Sukrin icing,Paleo friendly,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
Sukrin icing,Whole foods,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
Sukrin icing,Vegan whole food,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
"Super spice, Kockens",Celery allergy,Allergy/Intolerance,Verify against label,Medium,Yes,savory blends/stocks often contain celery; processed / branded
"Super spice, Kockens",Whole foods,Diet,Excluded,Medium,Yes,savory blends/stocks often contain celery; processed / branded
"Super spice, Kockens",Vegan whole food,Diet,Excluded,Medium,Yes,savory blends/stocks often contain celery; processed / branded
"Sweetener, Erythritol",Paleo friendly,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
"Sweetener, Erythritol",Whole foods,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
"Sweetener, Erythritol",Vegan whole food,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
"Sweetener, sugar-free, granulated",Paleo friendly,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, granulated",Whole foods,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, granulated",Vegan whole food,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, granulated",PCOS friendly,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, liquid",Paleo friendly,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, liquid",Whole foods,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, liquid",Vegan whole food,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, liquid",PCOS friendly,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, powdered",Paleo friendly,Diet,Excluded,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, powdered",Whole foods,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, powdered",Vegan whole food,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
"Sweetener, sugar-free, powdered",PCOS friendly,Diet,Verify against label,Medium,Yes,grain/legume/refined; artificial sweetener; processed / branded
Tabasco,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Tabasco,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
"Taco sauce, spicy",Fructose intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,sweetened sauce; added sugar / refined carb; added sugar; processed / branded
"Taco sauce, spicy",Whole foods,Diet,Verify against label,Medium,Yes,sweetened sauce; added sugar / refined carb; added sugar; processed / branded
"Taco sauce, spicy",Vegan whole food,Diet,Verify against label,Medium,Yes,sweetened sauce; added sugar / refined carb; added sugar; processed / branded
"Taco sauce, spicy",Diabetes friendly,Diet,Excluded,Medium,Yes,sweetened sauce; added sugar / refined carb; added sugar; processed / branded
"Taco sauce, spicy",PCOS friendly,Diet,Excluded,Medium,Yes,sweetened sauce; added sugar / refined carb; added sugar; processed / branded
Taco seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Taco seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Taco seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Tamari,Soy allergy,Allergy/Intolerance,Excluded,High,No,soy-based; fermented/aged/vinegar; grain/legume/refined
Tamari,Histamine intolerance,Allergy/Intolerance,Excluded,High,No,soy-based; fermented/aged/vinegar; grain/legume/refined
Tamari,Paleo friendly,Diet,Excluded,High,No,soy-based; fermented/aged/vinegar; grain/legume/refined
Tandoori seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Tandoori seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Tandoori seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Teriyaki marinade (Kikkoman),Soy allergy,Allergy/Intolerance,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Wheat allergy,Allergy/Intolerance,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Gluten intolerance,Allergy/Intolerance,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Fructose intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Halal,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Paleo friendly,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Whole foods,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Vegan whole food,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Diabetes friendly,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),PCOS friendly,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Pregnancy friendly,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Teriyaki marinade (Kikkoman),Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,contains alcohol; alcohol; soy-based; typically contains wheat; sweetened sauce; added sugar / refined carb; added sugar; wheat
Thai red curry paste,Peanut allergy,Allergy/Intolerance,Verify against label,Low,Yes,some recipes contain peanut
"Tikka spice mix, powder",Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
"Tikka spice mix, powder",Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
"Tikka spice mix, powder",Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
